2015-12-07 18:49:14 -- (0, ['WOinc'], 'Ne')
2015-12-07 19:24:57 -- (16, ['Trans'], 'Rloc-')
2015-12-07 19:24:57 -- (17, ['Ne'], 'Ne')
2015-12-07 19:24:57 -- (18, ['Trans'], 'Ne')
2015-12-07 19:24:57 -- ('SSE random weights', 550.0)
2015-12-07 19:36:17 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:17 -- (27, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:18 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:20 -- (27, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:21 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:22 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (27, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (28, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (29, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (30, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (31, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (32, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (33, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (34, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (35, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (36, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (37, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (38, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (39, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (40, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (41, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (42, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (43, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (44, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (45, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (46, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (47, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (48, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (49, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (50, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (51, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (52, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (53, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (54, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (55, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (56, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (57, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (58, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (59, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (60, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (61, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (62, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (63, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (64, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (65, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (66, ['Ne'], 'Ne')
2015-12-07 19:36:26 -- (67, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (27, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (28, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (29, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (30, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (31, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (32, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (33, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (34, ['Ne'], 'Ne')
2015-12-07 19:36:28 -- (35, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:29 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (27, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (28, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (29, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (30, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (31, ['Ne'], 'Ne')
2015-12-07 19:36:30 -- (32, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (27, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (28, ['Ne'], 'Ne')
2015-12-07 19:36:32 -- (29, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:33 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (27, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:35 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (12, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (13, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (14, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (15, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (16, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (17, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (18, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (19, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (20, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (21, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (22, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (23, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (24, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (25, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (26, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (27, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (28, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (29, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (30, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (31, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (32, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (33, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (34, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (35, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (36, ['Ne'], 'Ne')
2015-12-07 19:36:37 -- (37, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (8, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (9, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (10, ['Ne'], 'Ne')
2015-12-07 19:36:38 -- (11, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (0, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (1, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (2, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (3, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (4, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (5, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (6, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (7, ['Ne'], 'Ne')
2015-12-07 19:36:39 -- (8, ['Ne'], 'Ne')
