2015-12-30 17:03:34 -- (0, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (1, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (2, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (3, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (4, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (5, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (6, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (7, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (8, ['Ne'], 'Ne')
2015-12-30 18:09:54 -- (9, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (0, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (1, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (2, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (3, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (4, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (5, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (6, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (7, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (8, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (9, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (10, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (11, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (12, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (13, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (14, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (15, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (16, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (17, ['Ne'], 'Ne')
2015-12-30 18:10:52 -- (18, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (0, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (1, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (2, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (3, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (4, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (5, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (6, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (7, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (8, ['Ne'], 'Spar')
2015-12-30 18:12:27 -- (9, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (10, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (11, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (12, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (13, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (14, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (15, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (16, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (17, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (18, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (19, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (20, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (21, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (22, ['Ne'], 'Wform')
2015-12-30 18:12:27 -- (23, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (24, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (25, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (26, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (27, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (28, ['Ne'], 'Ne')
2015-12-30 18:12:27 -- (29, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (0, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (1, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (2, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (3, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (4, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (5, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (6, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (7, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (8, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (9, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (10, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (11, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (12, ['Ne'], 'Ne')
2015-12-30 18:13:09 -- (13, ['Ne'], 'Ne')
2015-12-30 18:13:32 -- (0, ['Ne'], 'Ne')
2015-12-30 18:13:32 -- (1, ['Ne'], 'Ne')
2015-12-30 18:13:32 -- (2, ['Ne'], 'Ne')
2015-12-30 18:13:32 -- (3, ['Ne'], 'Ne')
2015-12-30 18:13:32 -- (4, ['Ne'], 'Ne')
2015-12-30 18:13:32 -- (5, ['Ne'], 'Ne')
2015-12-30 18:13:32 -- (6, ['Ne'], 'Ne')
2015-12-30 18:13:32 -- (7, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (0, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (1, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (2, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (3, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (4, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (5, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (6, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (7, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (8, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (9, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (10, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (11, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (12, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (13, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (14, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (15, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (16, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (17, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (18, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (19, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (20, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (21, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (22, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (23, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (24, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (25, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (26, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (27, ['Ne'], 'Ne')
2015-12-30 18:15:05 -- (28, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (0, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (1, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (2, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (3, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (4, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (5, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (6, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (7, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (8, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (9, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (10, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (11, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (12, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (13, ['Ne'], 'Ne')
2015-12-30 18:15:51 -- (14, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (0, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (1, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (2, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (3, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (4, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (5, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (6, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (7, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (8, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (9, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (10, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (11, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (12, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (13, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (14, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (15, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (16, ['Ne'], 'Ne')
2015-12-30 18:16:47 -- (17, ['Ne'], 'Ne')
2015-12-30 18:17:07 -- (0, ['Ne'], 'Ne')
2015-12-30 18:17:07 -- (1, ['Ne'], 'Ne')
2015-12-30 18:17:07 -- (2, ['Ne'], 'Ne')
2015-12-30 18:17:07 -- (3, ['Ne'], 'Ne')
2015-12-30 18:17:07 -- (4, ['Ne'], 'Ne')
2015-12-30 18:17:07 -- (5, ['Ne'], 'Ne')
2015-12-30 18:17:07 -- (6, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (0, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (1, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (2, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (3, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (4, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (5, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (6, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (7, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (8, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (9, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (10, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (11, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (12, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (13, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (14, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (15, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (16, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (17, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (18, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (19, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (20, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (21, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (22, ['Ne'], 'Ne')
2015-12-30 18:18:22 -- (23, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (0, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (1, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (2, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (3, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (4, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (5, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (6, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (7, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (8, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (9, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (10, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (11, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (12, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (13, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (14, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (15, ['Ne'], 'Ne')
2015-12-30 18:19:14 -- (16, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (0, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (1, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (2, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (3, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (4, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (5, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (6, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (7, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (8, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (9, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (10, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (11, ['Ne'], 'Ne')
2015-12-30 18:19:53 -- (12, ['Ne'], 'Ne')
2015-12-30 18:20:16 -- (0, ['Ne'], 'Ne')
2015-12-30 18:20:16 -- (1, ['Ne'], 'Ne')
2015-12-30 18:20:16 -- (2, ['Ne'], 'Ne')
2015-12-30 18:20:16 -- (3, ['Ne'], 'Ne')
2015-12-30 18:20:16 -- (4, ['Ne'], 'Ne')
2015-12-30 18:20:16 -- (5, ['Ne'], 'Ne')
2015-12-30 18:20:16 -- (6, ['Ne'], 'Ne')
2015-12-30 18:20:16 -- (7, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (0, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (1, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (2, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (3, ['Ne'], 'Trans')
2015-12-30 18:21:08 -- (4, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (5, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (6, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (7, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (8, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (9, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (10, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (11, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (12, ['Ne'], 'Trans')
2015-12-30 18:21:08 -- (13, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (14, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (15, ['Ne'], 'Ne')
2015-12-30 18:21:08 -- (16, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (0, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (1, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (2, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (3, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (4, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (5, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (6, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (7, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (8, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (9, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (10, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (11, ['Ne'], 'Prep')
2015-12-30 18:22:49 -- (12, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (13, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (14, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (15, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (16, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (17, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (18, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (19, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (20, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (21, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (22, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (23, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (24, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (25, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (26, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (27, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (28, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (29, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (30, ['Ne'], 'Ne')
2015-12-30 18:22:49 -- (31, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (0, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (1, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (2, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (3, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (4, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (5, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (6, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (7, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (8, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (9, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (10, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (11, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (12, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (13, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (14, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (15, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (16, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (17, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (18, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (19, ['Ne'], 'Ne')
2015-12-30 18:23:54 -- (20, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (0, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (1, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (2, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (3, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (4, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (5, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (6, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (7, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (8, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (9, ['Ne'], 'Prep')
2015-12-30 18:25:45 -- (10, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (11, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (12, ['Ne'], 'Prep')
2015-12-30 18:25:45 -- (13, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (14, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (15, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (16, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (17, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (18, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (19, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (20, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (21, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (22, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (23, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (24, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (25, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (26, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (27, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (28, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (29, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (30, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (31, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (32, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (33, ['Ne'], 'Ne')
2015-12-30 18:25:45 -- (34, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (0, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (1, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (2, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (3, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (4, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (5, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (6, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (7, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (8, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (9, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (10, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (11, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (12, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (13, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (14, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (15, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (16, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (17, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (18, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (19, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (20, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (21, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (22, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (23, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (24, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (25, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (26, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (27, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (28, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (29, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (30, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (31, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (32, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (33, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (34, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (35, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (36, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (37, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (38, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (39, ['Ne'], 'Ne')
2015-12-30 18:27:55 -- (40, ['Ne'], 'Ne')
2015-12-30 18:28:05 -- (0, ['Ne'], 'Ne')
2015-12-30 18:28:05 -- (1, ['Ne'], 'Ne')
2015-12-30 18:28:05 -- (2, ['Ne'], 'Ne')
2015-12-30 18:28:05 -- (3, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (0, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (1, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (2, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (3, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (4, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (5, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (6, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (7, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (8, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (9, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (10, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (11, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (12, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (13, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (14, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (15, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (16, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (17, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (18, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (19, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (20, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (21, ['Ne'], 'Ne')
2015-12-30 18:29:17 -- (22, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (0, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (1, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (2, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (3, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (4, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (5, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (6, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (7, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (8, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (9, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (10, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (11, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (12, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (13, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (14, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (15, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (16, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (17, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (18, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (19, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (20, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (21, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (22, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (23, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (24, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (25, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (26, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (27, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (28, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (29, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (30, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (31, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (32, ['Ne'], 'Ne')
2015-12-30 18:31:05 -- (33, ['Ne'], 'Ne')
2015-12-30 18:31:28 -- (0, ['Ne'], 'Ne')
2015-12-30 18:31:28 -- (1, ['Ne'], 'Ne')
2015-12-30 18:31:28 -- (2, ['Ne'], 'Ne')
2015-12-30 18:31:28 -- (3, ['Ne'], 'Ne')
2015-12-30 18:31:28 -- (4, ['Ne'], 'Ne')
2015-12-30 18:31:28 -- (5, ['Ne'], 'Ne')
2015-12-30 18:31:28 -- (6, ['Ne'], 'Ne')
2015-12-30 18:31:28 -- (7, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (0, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (1, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (2, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (3, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (4, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (5, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (6, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (7, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (8, ['Ne'], 'Ne')
2015-12-30 18:32:27 -- (9, ['Ne'], 'Ne')
